Названия строк	Количество по полю Обобщенный	Среднее по полю ГлубинаН	Среднее по полю ГлубинаО
(TOP (S (S (S (PP (IN )(ADJP (JJ )))(, )(NP (NN ))(VP (VBZ )(PP (IN )(NP (NP (DT )(NN ))(CC )(NP (PRP$ )(NN ))))))(, )(NP (PRP ))(VP (VBP )(NP (NNP ))))(, )(NP (PRP ))(VP (VBZ )(ADJP (JJ )))(. )))	6	9	3,666666667
(TOP (S (S (S (PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (CD )(NNS )))))(NP (NP (DT )(NN ))(PP (IN )(NP (NN ))))(VP (VBZ )(ADJP (JJ ))(, )(SBAR (IN )(S (NP (DT )(NNS ))(VP (MD )(VP (VB )(ADJP (RB )(JJ )(CC )(JJ ))(PP (IN )(NP (NN )(NN )))))))))(VP (VBZ )(RB )(VP (VBN )(NP (NN )(CD )))))(: )(S (NP (NP (NP (NP (NP (NN ))(PP (IN )(NP (NP (NN )(NN )(NN )(NNP )(NNP )(NNP ))(PP (IN )(NP (NP (NN )(NNP )(NN ))(, )(NP (NN )))))))(, )(VP (VBG )(NP (QP (IN )(CD ))(NNS ))(NP (NP (NNP ))(PP (IN )(NP (NN ))))(PP (IN )(NP (JJ )(NN )(NN )))(PP (IN )(NP (NP (NNS ))(, )(NP (NN ))))))(, )(VP (VBG )(NP (QP (IN )(CD ))(NNS ))(NP (NP (NNP ))(PP (IN )(NP (NN ))))(PP (IN )(NP (NP (JJ )(NN )(NN ))(PP (IN )(NP (NN )))))(PP (IN )(NP (JJ )(NN )))))(, )(NP (NN ))(, )(VP (VBG )(NP (NP (NNP )(NN ))(: )(NP (NP (NP (JJ )(NN ))(PP (IN )(NP (NNP )(NNP )(NN ))))(SBAR (S (PP (IN )(NP (DT )(NN )(NN )))(NP (NP (CD )(NN )(NNS ))(SBAR (S (NP (NP (CD )(NN ))(QP (CD ))(SBAR (S (S (NP (QP (CD )(CD )(CD )(CD )(CD ))(NNS ))(VP (VBP )(NP (NP (CD )(CD )(NN ))(SBAR (S (NP (CD )(CD )(NNS ))(VP (VBP )(NP (NP (QP (CD )(CD )(CD )(CD ))(JJ )(ADJP (QP (CD )(CD )(CD )(CD )))(JJ )(NN )(NNS ))(PP (TO )(NP (NP (DT )(NN )(CD )(NN ))(SBAR (S (NP (CD )(CD )(CD )(CD )(CD )(CD )(NNS ))(VP (VBP )(NP (QP (CD )(CD )(CD )(CD )(CD ))(NNS ))(PP (IN )(NP (QP (CD )(CD )(CD )(CD ))(JJ )(QP (CD )(CD )(CD )(CD )(CD ))(NNS )))))))))))))))(, )(CC )(S (PP (IN )(NP (DT )))(: )(NP (NP (NP (CD )(NN ))(NP (QP (CD ))(QP (CD )(CD )(CD )(CD )(CD ))(NNS )))(PP (IN )(NP (NP (CD )(CD ))(PP (IN )(NP (NP (CD )(CD )(NNS ))(PP (IN )(NP (QP (CD )(CD )(CD )(CD ))(JJ )(QP (CD )(CD )(CD )(CD )(CD ))(NNS ))))))))(, )(CC )(S (PP (IN )(NP (NP (DT ))(: )(NP (NP (NP (CD )(NN ))(NP (QP (CD ))(QP (CD )(CD )(CD )(CD )(CD ))(NNS )))(PP (IN )(NP (NP (CD )(CD ))(PP (IN )(NP (NP (CD )(CD )(NNS ))(PP (IN )(NP (NP (QP (CD )(CD )(CD )(CD ))(JJ )(QP (CD )(CD )(CD )))(CD )(SBAR (S (NP (PRP ))(VP (VP (VBD )(RB )(VP (VB )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NP (NP (DT )(NN )(NN ))(, )(NP (NN )(NN )))(, )(CC )(NP (NP (NN )(NN ))(PP (IN ))))))))(CC )(VP (PP (IN )(NP (NP (JJ )(NN ))(PP (IN )(NP (NP (DT )(NNS ))(PP (IN )(NP (NNS )))))))))))))))))))))))))))))))))))(. )))	46	37	3,065217391
(TOP (S (S (S (S (NP (DT )(JJ )(NN ))(VP (VBZ )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (DT )(NN ))(SBAR (WHADVP (WRB ))(S (NP (NN ))(VP (VBZ )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (NNS ))))))))))))))(, )(NP (NN ))(VP (VBZ )(NP (DT )(NN ))))(, )(CC )(S (NP (NP (JJ )(NNS ))(PP (TO )(NP (DT )(NN ))))(VP (VP (VBN ))(CC )(VP (VB )(VP (VBN ))))))(, )(CC )(S (NP (NN ))(VP (VBZ )(PP (TO )(NP (NP (DT )(NN )(CC )(NN ))(PP (IN )(NP (DT )(NN )))))))(. )))	19	18	3,210526316
(TOP (S (S (S (VP (TO )(VP (VB )(NP (DT )(NN )))))(VP (VBD )(NP (NP (NNS ))(PP (IN )(S (VP (VBG )(NP (NP (NN ))(PP (IN )(NP (JJ )(NNS ))))))))))(, )(NP (PRP ))(VP (VBP )(NP (NP (CD )(NNS ))(SBAR (WHNP (NP (DT ))(WHPP (IN )(WHNP (WDT ))))(S (VP (VBZ )(NP (NP (NP (DT )(JJ )(JJ )(NN ))(PP (IN )(NP (JJ )(NN ))))(: )(S (S (NP (NNP )(JJ )(NN ))(VP (VBZ )(SBAR (IN )(S (NP (DT )(JJ )(NN ))(VP (VBZ )(NP (DT )(JJ )(NN )))))))(, )(NP (NP (NP (JJ )(NN ))(, )(ADVP (RB )))(CC )(NP (DT ))))))))))(. )))	10	16	2,8
(TOP (S (S (S (VP (TO )(VP (VB )(NP (DT )(NNS ))(ADVP (RB )))))(, )(NP (CD ))(VP (VBZ )(S (VP (TO )(VP (VB )(NP (DT )(NNS ))(ADVP (RB )))))))(, )(CC )(S (NP (NNP )(NN ))(VP (MD )(VP (VB )(VP (VBN )))))(. )))	8	9	3
(TOP (S (S (S (VP (VBG )(VP (VBN )(NP (NP (NP (DT )(NN ))(PP (IN )(NP (NN ))))(PP (IN )(NP (NN )(CC )(NN )))))))(, )(NP (PRP ))(VP (MD )(VP (VB ))))(: )(S (NP (NNP )(NN )(NN )(NN ))(NP (NP (JJ )(NNP )(NN )(JJ )(NN ))(PP (IN )(NP (NP (NN ))(PP (IN )(S (VP (VBG )(NP (JJ )(JJ )(JJ )(NNS )))))))))(. )))	4	11	2,5
(TOP (S (S (SBAR (WHNP (WP ))(S (NP (NN ))(VP (VBZ )(VP (VBN )(NP (NNS ))(ADVP (RB ))(PP (IN )(NP (NP (DT )(NNS )(CC )(NNS ))(PP (IN )(NP (DT )(NN )))))))))(VP (VBP )))(, )(CC )(S (NP (NP (DT )(NN ))(PP (IN )(NP (NNS )(CC )(NN )(NN ))))(VP (VBZ )(ADJP (RB )(JJ ))))(. )))	14	12	3,285714286
(TOP (S (S (SBAR (WHNP (WP ))(S (VP (VBZ )(ADJP (JJ )))))(VP (VBZ )(SBAR (IN )(S (NP (NP (DT ))(PP (IN )(NP (NP (DT )(NNS ))(PP (IN )(NP (NP (NN )(NN ))(PP (IN )(NP (DT )(JJ )(NN ))))))))(VP (VB )(NP (DT )(NN )))))))(, )(S (ADVP (RB ))(NP (PRP$ )(NN ))(VP (VBZ )(ADVP (RB ))(VP (VBN )(PP (IN )(NP (JJ )(JJ )(NN ))))))(. )))	8	14	2,75
(TOP (S (S (VP (TO )(ADVP (RB ))(VP (VB )(SBAR (WHADVP (WRB ))(S (NP (NP (NNS ))(PP (IN )(NP (DT )(NN ))))(VP (VBP )(PP (IN )(NP (NP (JJ )(NNS ))(PP (IN )(NP (DT )(NN )))))))))))(, )(NP (CD ))(VP (VBZ )(S (VP (TO )(VP (VB )(NP (NP (NNS ))(CC )(NP (NP (NP (JJ )(NNS ))(PP (IN )(NP (NNS ))))(PP (IN )(NP (DT )(NN ))))(CC )(PP (IN )(NP (NNS ))))))))(. )))	9	13	3
(TOP (S (S (VP (TO )(VP (VB )(NP (DT )(NNS )))))(, )(NP (PRP ))(VP (VBP )(S (VP (TO )(VP (VB )(ADJP (JJ )(PP (IN )(S (VP (VBG )(NP (NNS ))(, )(S (VP (VB )(NP (NP (DT )(NNS ))(PP (IN )(NP (NP (NP (NNS ))(PP (TO )(NP (PRP$ )(NN ))))(, )(PP (VBG )(NP (NP (NNS ))(PP (IN )(NP (NNS ))))))))))))))))))(. )))	5	20	3,2
(TOP (S (S (VP (TO )(VP (VB )(NP (DT )))))(, )(NP (DT )(NN )(NNS ))(VP (VP (VBP )(S (VP (TO )(VP (VB )(NP (NP (NNS ))(PP (IN )(NP (NN ))))))))(, )(VP (VBP )(NP (DT )(NN )(NN )(NN )))(, )(VP (VB )(NP (PRP ))(PP (IN )(NP (NP (DT )(NN )(NN )(NN ))(PP (JJ )(IN )(NP (NNP )(CC )(NNP ))))))(, )(CC )(VP (VB )(PRT (RP ))(NP (NP (DT )(NN )(NNS ))(SBAR (WHNP (WDT ))(S (VP (VBP )(ADJP (VBN )(S (VP (TO )(VP (VB )(ADJP (JJ )(PP (TO )(NP (DT )(NN )(NN ))))))))))))))(. )))	20	16	4,75
(TOP (S (S (VP (TO )(VP (VB )(NP (DT )))))(, )(NP (NP (NP (DT )(NN )(NN )(CC )(NN )(NN ))(PP (IN )(NP (JJ )(NNS ))))(PP (IN )(NP (NP (NNS ))(PP (IN )(NP (NN ))))))(VP (VBP )(VP (VBN )(VP (VBN ))))(. )))	4	8	2
(TOP (S (S (VP (TO )(VP (VB )(NP (NN ))(PP (IN )(NP (JJ )(NN )(NN ))))))(, )(NP (PRP ))(VP (VP (VBD )(NP (JJ )(NN )(NN )))(CC )(VP (VBD )(NP (NP (DT )(NN ))(SBAR (S (VP (TO )(VP (VB )(NP (NP (NN ))(PP (IN )(NP (NP (NNS ))(VP (VBN )(PP (IN )(NP (NP (NN ))(PP (IN )(NP (JJ )(NNS ))))))))))))))))(. )))	9	18	2,888888889
(TOP (S (S (VP (TO )(VP (VB )(NP (NNS ))(PP (IN )(NP (PRP$ )(JJ )(NN ))))))(NP (PRP ))(VP (VBD )(NP (DT )(NN )))(. )))	7	8	2,857142857
(TOP (S (S (VP (TO )(VP (VB )(NP (NP (DT )(JJ )(JJ )(NN ))(PP (IN )(NP (DT )(NN )))))))(, )(NP (PRP ))(VP (VBP )(S (VP (TO )(VP (VB )(PP (IN )(NP (NP (JJ )(NNS ))(PP (IN )(ADJP (JJ )))))))))(. )))	7	11	4,142857143
(TOP (S (S (VP (TO )(VP (VB )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (DT )(NN )))))))(, )(NP (CD ))(VP (VP (VBZ )(S (VP (TO )(VP (VB )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (PRP$ )(NN ))(PP (IN )(NP (CD )(NN ))))))))))(, )(CC )(ADVP (RB ))(VP (VB )(NP (DT )(NN ))(S (VP (TO )(VP (VB )(NP (DT )(NN )(NN ))(PP (IN )(NP (NP (DT ))(PP (IN )(NP (DT )(NN )(NN ))))))))))(. )))	24	13	4,125
(TOP (S (S (VP (TO )(VP (VB )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NP (NNS ))(PP (IN )(NP (NN )(NN )))))))))(, )(NP (PRP ))(VP (VBP )(NP (NP (DT )(JJ )(NN ))(-LRB- )(-LRB- )(PP (IN )(NP (-LRB- )(, )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (DT )(NN )(NN )(NN ))(CC )(NP (NP (DT )(CD ))(VP (VBN )(PP (IN )(NP (DT )(JJ )(NN ))))))))))))(. )))	16	14	6,125
(TOP (S (S (VP (TO )(VP (VB )(NP (NP (DT )(NN )(NNS ))(PP (IN )(NP (NN )(NNS )))))))(, )(NP (PRP ))(VP (VBD )(SBAR (S (NP (JJ )(CD )(NN )(NNS ))(VP (VP (VBD )(PP (IN )(NP (DT )(NN )))(PP (IN )(NP (NNP )(NNP ))))(, )(CC )(VP (ADVP (RB ))(VBD )(NP (PRP ))(PP (VBG )(PP (TO )(NP (NP (DT )(NN ))(PP (IN )(NP (DT )(VBN )(NN )(NN )))))))))))(. )))	18	13	4,166666667
(TOP (S (S (VP (TO )(VP (VB )(NP (NP (DT )(NN ))(PP (IN )(NP (DT )(NN )))))))(, )(NP (PRP ))(VP (VBP )(NP (NP (DT )(NN ))(PP (IN )(NP (NN )))))(. )))	7	9	4,142857143
(TOP (S (S (VP (TO )(VP (VB )(NP (NP (DT )(NN ))(PP (IN )(NP (NNS )))))))(, )(NP (PRP ))(VP (VP (VBP )(NP (NN )))(CC )(VP (VB )(NP (NP (NP (DT )(NN ))(, )(NP (NN ))(, )(ADJP (JJ )))(CC )(NP (NP (NP (JJ )(NNS ))(PP (IN )(NP (NNS ))))(PP (IN )(NP (DT )(NN )))))))(. )))	2	10	1,5
(TOP (S (S (VP (TO )(VP (VB )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NN )))(, )(PP (VBN )(NP (NP (JJ )(NNS ))(PP (IN )(NP (PRP$ )(NNS )))))))))))(, )(NP (PRP ))(VP (VBP )(NP (NP (DT )(NN )(PP (IN )(NP (NNP )(NNP ))))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (JJ )(NNS )(NN )))))))(. )))	21	13	4,380952381
(TOP (S (S (VP (TO )(VP (VB )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (CD )(JJ )(NNS )))))))))(, )(VP (VB )(S (NP (PRP ))(VP (VB )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (CD )(NNS ))))(PP (IN )(NP (NP (DT )(NN )(CC )(CD )(NNS ))(PP (IN )(NP (DT )(NN ))))))))(. )))	13	11	3,846153846
(TOP (S (S (VP (TO )(VP (VB )(SBAR (IN )(S (NP (NNP ))(VP (VBZ )(NP (NP (DT )(NN ))(SBAR (S (VP (TO )(VP (VB ))))))))))))(, )(NP (PRP ))(VP (VBP )(S (VP (TO )(VP (VB )(NP (NP (PRP$ )(NNS ))(, )(NP (NN )(NNP )(NNP )(NNP )(NNP )(CD )))))))(. )))	9	14	3,111111111
(TOP (S (S (VP (TO )(VP (VB )(SBAR (WHADVP (WRB ))(S (NP (JJ ))(VP (VBZ )(NP (NP (DT )(NN ))(PP (IN )(NP (DT )(NN ))))))))))(, )(NP (PRP ))(VP (VP (VBP )(NP (PRP$ )(JJ )(NNS )))(CC )(VP (VB )(NP (DT )(NN ))(PP (TO )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (JJ )(JJ ))(CC )(NP (NP (DT )(JJ )(NNS ))(PP (IN )(NP (NP (DT )(NNS ))(PP (IN )(NP (NP (DT )(NN )(NN ))(NP (NP (JJ )(NNS ))(PP (IN )(NP (ADJP (RBR )(JJ ))(NN )(NN )(NNS )))))))))))))))(. )))	29	18	6,379310345
(TOP (S (S (VP (VB )(NP (NP (NP (DT )(NN ))(PP (IN )(NP (NNS ))))(PP (IN )(NP (NP (DT )(NNS ))(PP (IN )(NP (DT )(NN )(NN ))))))))('' )(-RRB- )))	5	10	2,4
(TOP (S (S (VP (VB )(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (JJ )(NNS )))(PP (IN )(NP (DT )(JJ )(NN )))))))(VP (VBZ )(NP (NP (DT )(JJ ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NN )(NNS )))))))(. )))	17	9	3,470588235
(TOP (S (S (VP (VB )(SBAR (IN )(S (NP (NP (RB )(DT )(NNS ))(VP (VBG )(NP (NP (NNS ))(SBAR (S (NP (PRP ))(VP (VBP )))))))(VP (MD )(VP (VB )(VP (VBN ))))))))(: )(S (SBAR (IN )(S (NP (EX ))(VP (VBZ )(NP (DT )(JJ )(NN )(NN )))))(, )(NP (JJ ))(VP (MD )(VP (VB )(PP (TO )(NP (NP (DT )(NN ))(, )(RB )(NP (DT )(NN )))))))(. )))	9	13	3,111111111
(TOP (S (S (VP (VBG )(NP (DT )(VBN )(NN ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (DT )(JJ )(NN )))))))(, )(NP (PRP ))(VP (VBP )(SBAR (S (NP (DT )(JJ )(NNP )(NN ))(VP (VBD )(VP (VBN )(PP (IN )(NP (DT )(JJ )(NN )))(, )(S (VP (VBG )(PP (IN )(NP (NP (NNP ))(, )(NP (NNP ))(, )(CC )(NP (JJ )(NN )(NN )(NNS )))))))))))(. )))	16	13	3,9375
(TOP (S (S (VP (VBG )(NP (NN )(NN )(CC )(NN )(NN ))))(, )(NP (NNP ))(VP (VBZ )(NP (NN )(NN ))(PP (IN )(NP (JJ )(NN )(NN )(CC )(NNS )(NN )(NN )))(PP (IN )(NP (NP (JJ )(JJ )(NN ))(SBAR (S (NP (NP (DT )(NN ))(PP (IN )(NP (NP (JJ )(NN ))(PP (IN )(NP (NP (JJ )(NNS )(CC )(NN )(NN ))(VP (VBG )(PP (IN )(NP (JJ )(NNS )))))))))(VP (VBZ )(PRT (RP ))(S (VP (TO )(VP (VB )(ADJP (ADJP (ADVP (RB )(RBR ))(JJ ))(SBAR (IN )(S (VP (VBP )(VP (VBN )(NP (NNS ))(, )(PP (VBG )(NP (NN )(NNS )))))))))))))))))(. )))	23	19	3,652173913
(TOP (S (S (VP (VBG )(NP (NP (DT )(JJ )(NNS ))(PP (TO )(NP (JJ )(NN )(NN ))))))(VP (VBZ )(NP (NP (DT )(NN ))(PP (IN )(NP (PRP$ )(JJ )(NN )))))(. )))	11	8	3
(TOP (S (S (VP (VBG )(NP (NP (DT )(NNS ))(PP (IN )(NP (NNS ))))))(, )(NP (PRP ))(VP (VBP )(S (NP (DT )(NN ))(VP (IN ))))(. )))	3	8	3
(TOP (S (S (VP (VBG )(NP (NP (NNS ))(PP (IN )(NP (JJ )(NNS ))))))(, )(NP (PRP ))(VP (VBP )(PP (IN )(NP (NP (DT )(NNS ))(PP (IN )(NP (JJ )(NNS )(NN )))))(PP (IN )(NP (NNS )(CC )(NNS ))))(. )))	10	8	3,6
(TOP (S (S (VP (VBG )(PP (IN )(NP (NN )))(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NN )(CC )(NN )(NNS ))))))(, )(NP (DT )(JJ )(NN ))(VP (VBZ )(PP (IN )(NP (NP (JJ )(CD )(NNS ))(, )(VP (VBN )(PP (IN )(NP (DT )(NN )(NNS )))))))(. )))	13	9	3,538461538
(TOP (S (S (VP (VBG )(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (JJ )(NN )(NN )))))))(, )(S (NP (PRP ))(VP (MD )(VP (VB )(S (NP (PRP ))(VP (VBD )(NP (NP (DT )(NN ))(PP (IN )(NP (PRP$ )(NN )(NNP )(CD )(NN ))))(NP (CD )))))))(S (CC )(SBAR (WHADVP (WRB ))(S (NP (PRP ))(VP (VBD )(S (NP (JJ )(NN ))(ADVP (RB ))(VP (VP (VBZ ))(CC )(VP (VBZ )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (DT )(NNP )(NN ))(CC )(NP (NP (JJ )(NN ))(, )(SBAR (WHNP (WDT ))(S (VP (VBP )(S (VP (TO )(VP (VB )(NP (NP (DT )(NN ))(SBAR (WHNP (WDT ))(S (VP (VBZ )(NP (JJ )(NN )(NN )))))))))))))))))))))))(. )))	30	25	5
(TOP (S (S (VP (VBG )(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NNP )(. )(CD )(NN )))))))(VP (MD )(VP (VB )(NP (NP (CD )(JJ )(NNS ))(: )(S (NP (NP (DT )(CD )(JJ )(JJ )(NNS )(NN ))(CC )(NP (NN )))(VP (VBP )(NP (NP (ADJP (RB )(JJ ))(NNS ))(: )(NP (NP (NN ))(PP (IN )(NP (JJ )(NN ))))))))))(. )))	15	12	3,266666667
(TOP (S (S (VP (VBG )))(, )(NP (PRP ))(VP (VBP )(NP (NP (CD )(NNS ))(PP (IN )(NP (NP (JJ )(JJ )(NNS ))(PP (IN )(NP (NP (JJ )(NNS ))(VP (VBG )(, )(S (VP (VP (VBG ))(, )(VP (VBG )(CC )(VP (VBG ))))))))))))(. )))	1	14	1
(TOP (S (S (VP (VBN )))(. )('' )(NP (NNP )(NNP )(NNP )(CC )(NNP )(NNP )(NNP ))(. )))	1	5	1
(TOP (S (SBAR (IN )(S (NP (DT )(DT )(NNS ))(VP (VP (VBP )(NP (NP (JJ )(NN ))(PP (IN )(NP (NNS )))))(CC )(VP (VBP )(ADVP (RB ))(PP (IN )(NP (DT )(JJ )(NN )))))))(, )(NP (PRP ))(VP (MD )(VP (VB )(NP (DT )(JJ )(JJ )(NN ))(PP (IN )(NP (PRP )))))(. )))	8	10	3
(TOP (S (SBAR (IN )(S (NP (DT )(JJ )(CC )(JJ )(JJ )(NNS ))(ADVP (RB ))(VP (VBP )(PP (IN )(NP (DT )(NNS )(CC )(NN ))))))(, )(NP (EX ))(VP (VBZ )(NP (NP (NP (DT )(ADJP (RB )(JJ ))(NN ))(PP (IN )(NP (NN )(NN ))))(, )(VP (VBN )(PP (TO )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (JJ )(NN )(NNS ))(SBAR (WHADVP (WRB ))(S (NP (NP (NNP )(NN ))(PP (IN )(NP (JJR )(JJ )(NNS ))))(VP (VBZ )(ADJP (JJR ))))))))))))(. )))	9	15	2,666666667
(TOP (S (SBAR (IN )(S (NP (DT )(JJ )(NN ))(VP (VBZ )(ADJP (JJ )))))(, )(ADVP (RB ))(NP (PRP ))(VP (MD )(VP (VB )(SBAR (IN )(S (NP (DT )(JJ )(NNS ))(VP (VBZ )(VP (ADVP (RB ))(VBN )(NP (NN ))))))))(. )))	1	10	1
(TOP (S (SBAR (IN )(S (NP (DT )(NN )(NN ))(VP (VBZ )(NP (DT )(JJ )(NNS )))))(, )(NP (NN )(NN ))(VP (VBZ )(PRT (RP ))(NP (JJ )(CD )(NNS ))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (NN ))))))(. )))	5	8	2,2
(TOP (S (SBAR (IN )(S (NP (DT )(NN )(NNS ))(VP (VBP )(ADJP (JJ )))))(, )(NP (NP (RB )(DT )(NN ))(PP (IN )(NP (DT )(NN ))))(VP (VBZ ))(. )))	5	7	3,2
(TOP (S (SBAR (IN )(S (NP (DT )(NN )(NNS ))(VP (VBP )(VP (VBN )(PP (IN )(NP (NNS )))))))(, )(NP (DT )(NN ))(VP (VBZ )(ADJP (ADJP (NP (QP (RB )(CD ))(NN ))(JJR ))(PP (IN )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NP (DT )(JJR )(NN ))(PP (IN )(NP (NN )(CD )))))))))(. )))	14	11	4,142857143
(TOP (S (SBAR (IN )(S (NP (NP (CD )(NNS )(NN )(NN )(NN )(NNS ))(PP (IN )(NP (NN )(NN ))))(VP (ADVP (RB ))(, )(CC )(ADVP (RB ))(VP (VB )(PP (IN )(NP (DT )(NNP )(NN )))))))(, )(NP (DT )(JJ )(NN ))(VP (MD )(VP (VB )(VP (VBN ))))(. )))	5	9	3,4
(TOP (S (SBAR (IN )(S (NP (NP (DT )(NNS ))(PP (IN )(NP (NN ))))(VP (VBP )(ADJP (JJ )))))(, )(NP (DT )(NN )(NN ))(VP (VBZ )(ADJP (JJ )))(. )))	1	8	1
(TOP (S (SBAR (IN )(S (NP (PRP ))(VP (VBD )(ADJP (JJ ))(S (VP (TO )(VP (VB )(NP (NP (DT )(NNS ))(PP (IN )(NP (JJ )(NN )(NNS ))))(PP (IN )(NP (DT )(ADJP (RB )(JJ ))(NN )))))))))(, )(NP (DT )(JJ )(NN ))(VP (MD )(VP (VB )(ADJP (JJ ))))(. )))	11	12	3,727272727
(TOP (S (SBAR (IN )(S (NP (PRP ))(VP (VBD )(VP (VBN )(ADVP (RB ))(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (DT )(JJ )(NN )(NN ))))))))(VP (VBZ )(SBAR (IN )(S (PP (RB )(IN )(S (VP (VBG )(NP (DT )(JJ )(NN ))(PP (IN )(NP (CD )(NNS )))(S (VP (TO )(VP (VB )(VP (VBN ))))))))(, )(NP (PRP ))(VP (VBP )(NP (NP (JJ )(NN )(NNS ))(PP (IN )(NP (DT )(NNS ))))))))(. )))	17	13	3,352941176
(TOP (S (SBAR (IN )(S (NP (PRP ))(VP (VBP )(NP (PRP ))(NP (DT )(NN )))))(: )(NP (DT )(NN ))(VP (VBP )(PP (IN )(NP (NP (CD )(CC )(JJR )(NN )(NNS ))(, )(SBAR (WHNP (NP (DT ))(WHPP (IN )(WHNP (WDT ))))(S (VP (VBZ )(NP (DT )(JJ )(NN ))(PP (IN )(NP (DT )(NN )(NN )))))))))(. )))	11	11	3,363636364
(TOP (S (SBAR (IN )(S (NP (PRP ))(VP (VBZ )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (JJ )(NNS )))))))(, )(NP (DT )(NN )(NN ))(VP (VBZ )(NP (NP (JJ )(NN ))(PP (IN )(NP (NP (DT )(NNS ))(PP (IN )(NP (NNS )))))))(. )))	6	9	3,166666667
(TOP (S (SBAR (IN )(S (NP (PRP ))(VP (VP (VBZ )(RB )(ADJP (JJ )))(CC )(VP (VBZ )(NP (DT )(JJ )(NN )(NN )(NN ))))))(, )(NP (NP (JJ )(NNS ))(PP (IN )(NP (CD )(NN ))))(VP (VBP )(VP (VBN )))(. )))	18	8	3
(TOP (S (SBAR (IN )(S (PP (IN )(NP (DT )(NNS )))(NP (DT )(NN ))(VP (VBZ )(NP (NNP )))))(, )(PP (IN )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NP (NNS ))(VP (VBG )(NP (JJ )(JJ )(NNS )))))))(VP (VBZ )(NP (NNP ))(ADVP (RB )))(. )))	4	9	2,25
(TOP (S (SBAR (IN )(S (S (NP (DT )(NNS ))(VP (VBP )(ADJP (JJ ))))(CC )(S (NP (NP (RB )(DT )(NNS ))(PP (IN )(NP (NN ))))(VP (VBP )(NP (DT )(JJ ))))))(, )(NP (DT )(JJ )(NN ))(VP (VBZ )(NP (NP (RB )(DT )(NN )(NN ))(PP (IN )(NP (DT )(NN )))))(. )))	8	9	2,75
(TOP (S (SBAR (IN )(S (SBAR (IN )(S (NP (NNS ))(VP (VBP )(ADJP (RBR )(JJ )))))(, )(NP (NP (JJ )(NN ))(PP (IN )(NP (JJ )(NN ))))(VP (VBZ )(RB )(ADJP (ADJP (JJR ))(PP (IN )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NN )(NN )))))))))(, )(NP (NP (DT )(NN ))(PP (IN )(NP (DT )(NN )(NN ))))(VP (VBZ )(ADJP (JJ )))(. )))	11	11	2,545454545
(TOP (S (SBAR (RB )(S (NP (DT )(JJ )(NN ))(VP (VBZ )(ADJP (ADJP (JJR ))(PP (IN )(NP (DT )(NNS )))))))(, )(NP (EX ))(VP (VBZ )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (DT )(JJ )(NN ))(SBAR (S (VP (TO )(VP (VB )(NP (JJ )(NNS ))))))))))(. )))	11	12	4,545454545
